Frequency [MHz],Feq (Hz),Gain[dBi],AF
2352.2,2352200000,-2.032721779,39.68220669
2355.9375,2355937500,-1.87108698,39.53436228
2359.675,2359675000,-1.711940391,39.38898422
2363.4125,2363412500,-1.556848278,39.24763884
2367.15,2367150000,-1.407376903,39.11189248
2370.8875,2370887500,-1.265092531,38.98331147
2374.625,2374625000,-1.131561424,38.86346214
2378.3625,2378362500,-1.008349847,38.75391082
2382.1,2382100000,-0.897024063,38.65622385
2385.8375,2385837500,-0.799150336,38.57196754
2389.575,2389575000,-0.716294929,38.50270825
2393.3125,2393312500,-0.650024106,38.45001229
2397.05,2397050000,-0.601904131,38.41544599
2400.7875,2400787500,-0.573736974,38.4008114
2404.525,2404525000,-0.573199854,38.41378579
2408.2625,2408262500,-0.601629495,38.45570596
2412,2412000000,-0.656645178,38.52419125
2415.7375,2415737500,-0.735866181,38.616861
2419.475,2419475000,-0.836911785,38.73133456
2423.2125,2423212500,-0.957401267,38.86523128
2426.95,2426950000,-1.094953909,39.01617049
2430.6875,2430687500,-1.247188989,39.18177154
2434.425,2434425000,-1.411725785,39.35965377
2438.1625,2438162500,-1.586183579,39.54743653
2441.9,2441900000,-1.768181648,39.74273915
2445.6375,2445637500,-1.955339273,39.94318097
2449.375,2449375000,-2.145275732,40.14638135
2453.1125,2453112500,-2.335610305,40.34995961
2456.85,2456850000,-2.523962271,40.55153511
2460.5875,2460587500,-2.707950909,40.74872718
2464.325,2464325000,-2.8851955,40.93915516
2468.0625,2468062500,-3.053315321,41.12043839
2471.8,2471800000,-3.209929653,41.29019621
2475.5375,2475537500,-3.352657774,41.44604796
2479.275,2479275000,-3.479118964,41.58561299
2483.0125,2483012500,-3.586932503,41.70651062
2486.75,2486750000,-3.673717669,41.8063602
2490.4875,2490487500,-3.737093742,41.88278107
2494.225,2494225000,-3.774680001,41.93339256
2497.9625,2497962500,-3.784095726,41.95581401
2501.7,2501700000,-3.765668915,41.95037349
2505.4375,2505437500,-3.737574321,41.93524579
2509.175,2509175000,-3.703935305,41.91455434
2512.9125,2512912500,-3.665120397,41.88866773
2516.65,2516650000,-3.621498132,41.85795455
2520.3875,2520387500,-3.573437042,41.82278338
2524.125,2524125000,-3.521305658,41.78352282
2527.8625,2527862500,-3.465472514,41.74054146
2531.6,2531600000,-3.406306143,41.69420788
2535.3375,2535337500,-3.344175077,41.64489068
2539.075,2539075000,-3.279447849,41.59295844
2542.8125,2542812500,-3.212492991,41.53877974
2546.55,2546550000,-3.143679036,41.48272319
2550.2875,2550287500,-3.073374516,41.42515736
2554.025,2554025000,-3.001947965,41.36645085
2557.7625,2557762500,-2.929767914,41.30697223
2561.5,2561500000,-2.857202897,41.2470901
2565.2375,2565237500,-2.784621445,41.18717305
2568.975,2568975000,-2.712392092,41.12758965
2572.7125,2572712500,-2.640883371,41.0687085
2576.45,2576450000,-2.570463813,41.01089819
2580.1875,2580187500,-2.501501952,40.95452729
2583.925,2583925000,-2.43436632,40.8999644
2587.6625,2587662500,-2.369425449,40.84757809
2591.4,2591400000,-2.307047873,40.79773696
2595.1375,2595137500,-2.247602124,40.75080959
2598.875,2598875000,-2.191456734,40.70716456
2602.6125,2602612500,-2.137736995,40.66592722
2606.35,2606350000,-2.083105766,40.62376048
2610.0875,2610087500,-2.027515925,40.58061726
2613.825,2613825000,-1.971148052,40.5366782
2617.5625,2617562500,-1.91418273,40.49212393
2621.3,2621300000,-1.856800538,40.44713509
2625.0375,2625037500,-1.799182058,40.4018923
2628.775,2628775000,-1.741507871,40.35657619
2632.5125,2632512500,-1.683958557,40.3113674
2636.25,2636250000,-1.626714699,40.26644655
2639.9875,2639987500,-1.569956876,40.22199429
2643.725,2643725000,-1.51386567,40.17819123
2647.4625,2647462500,-1.458621662,40.13521801
2651.2,2651200000,-1.404405432,40.09325525
2654.9375,2654937500,-1.351397563,40.0524836
2658.675,2658675000,-1.299778633,40.01308367
2662.4125,2662412500,-1.249729226,39.9752361
2666.15,2666150000,-1.201429921,39.93912151
2669.8875,2669887500,-1.1550613,39.90492054
2673.625,2673625000,-1.110803943,39.87281381
2677.3625,2677362500,-1.068838432,39.84298196
2681.1,2681100000,-1.029345347,39.8156056
2684.8375,2684837500,-0.99250527,39.79086537
2688.575,2688575000,-0.958498782,39.7689419
2692.3125,2692312500,-0.927506463,39.75001581
2696.05,2696050000,-0.899708894,39.73426774
2699.7875,2699787500,-0.875286657,39.7218783
2703.525,2703525000,-0.856331504,39.7149393
2707.2625,2707262500,-0.845037016,39.71564437
2711,2711000000,-0.841009489,39.72359984
2714.7375,2714737500,-0.843847958,39.7384048
2718.475,2718475000,-0.85315146,39.75965833
2722.2125,2722212500,-0.868519032,39.78695951
2725.95,2725950000,-0.889549711,39.81990742
2729.6875,2729687500,-0.915842532,39.85810115
2733.425,2733425000,-0.946996533,39.90113978
2737.1625,2737162500,-0.982610749,39.94862238
2740.9,2740900000,-1.022284219,40.00014804
2744.6375,2744637500,-1.065615977,40.05531583
2748.375,2748375000,-1.11220506,40.11372485
2752.1125,2752112500,-1.161650505,40.17497416
2755.85,2755850000,-1.213551349,40.23866286
2759.5875,2759587500,-1.267506628,40.30439001
2763.325,2763325000,-1.323115378,40.3717547
2767.0625,2767062500,-1.379976637,40.44035601
2770.8,2770800000,-1.437689439,40.50979302
2774.5375,2774537500,-1.495852823,40.5796648
2778.275,2778275000,-1.554065825,40.64957044
2782.0125,2782012500,-1.61192748,40.71910902
2785.75,2785750000,-1.669036826,40.78787961
2789.4875,2789487500,-1.724992899,40.85548129
2793.225,2793225000,-1.779394736,40.92151314
2796.9625,2796962500,-1.831841373,40.98557425
2800.7,2800700000,-1.882017218,41.04734905
2804.4375,2804437500,-1.932768446,41.10968376
2808.175,2808175000,-1.985576069,41.17405944
2811.9125,2811912500,-2.040347557,41.2403836
2815.65,2815650000,-2.096990379,41.30856375
2819.3875,2819387500,-2.155412006,41.3785074
2823.125,2823125000,-2.215519908,41.45012207
2826.8625,2826862500,-2.277221555,41.52331525
2830.6,2830600000,-2.340424417,41.59799446
2834.3375,2834337500,-2.405035963,41.67406722
2838.075,2838075000,-2.470963664,41.75144103
2841.8125,2841812500,-2.538114989,41.83002339
2845.55,2845550000,-2.60639741,41.90972183
2849.2875,2849287500,-2.675718394,41.99044385
2853.025,2853025000,-2.745985413,42.07209696
2856.7625,2856762500,-2.817105937,42.15458866
2860.5,2860500000,-2.888987435,42.23782648
2864.2375,2864237500,-2.961537377,42.32171791
2867.975,2867975000,-3.034663234,42.40617046
2871.7125,2871712500,-3.108272475,42.49109165
2875.45,2875450000,-3.182272571,42.57638898
2879.1875,2879187500,-3.25657099,42.66196995
2882.925,2882925000,-3.331075204,42.74774209
2886.6625,2886662500,-3.405692682,42.83361289
2890.4,2890400000,-3.480330894,42.91948987
2894.1375,2894137500,-3.554897311,43.00528052
2897.875,2897875000,-3.629299401,43.09089237
2901.6125,2901612500,-3.704302084,43.17709035
2905.35,2905350000,-3.786388288,43.27035745
2909.0875,2909087500,-3.876148451,43.37128414
2912.825,2912825000,-3.972637994,43.47892586
2916.5625,2916562500,-4.074912342,43.59233809
2920.3,2920300000,-4.182026915,43.71057628
2924.0375,2924037500,-4.293037136,43.8326959
2927.775,2927775000,-4.406998429,43.95775239
2931.5125,2931512500,-4.522966216,44.08480122
2935.25,2935250000,-4.639995919,44.21289785
2938.9875,2938987500,-4.75714296,44.34109774
2942.725,2942725000,-4.873462763,44.46845634
2946.4625,2946462500,-4.98801075,44.59402911
2950.2,2950200000,-5.099842343,44.71687152
2953.9375,2953937500,-5.208012966,44.83603901
2957.675,2957675000,-5.31157804,44.95058705
2961.4125,2961412500,-5.409592988,45.05957109
2965.15,2965150000,-5.501113233,45.1620466
2968.8875,2968887500,-5.585194197,45.25706902
2972.625,2972625000,-5.660891303,45.34369382
2976.3625,2976362500,-5.727259974,45.42097646
2980.1,2980100000,-5.783355631,45.48797238
2983.8375,2983837500,-5.828233698,45.54373705
2987.575,2987575000,-5.860949597,45.58732593
2991.3125,2991312500,-5.880558751,45.61779447
2995.05,2995050000,-5.886116582,45.63419812
2998.7875,2998787500,-5.899150423,45.65806426
3002.525,3002525000,-5.922065428,45.69179807
3006.2625,3006262500,-5.942455227,45.72299322
3010,3010000000,-5.961100507,45.75243042
3013.7375,3013737500,-5.978026554,45.780135
3017.475,3017475000,-5.993258654,45.80613227
3021.2125,3021212500,-6.006822091,45.83044755
3024.95,3024950000,-6.018742151,45.85310616
3028.6875,3028687500,-6.02904412,45.87413342
3032.425,3032425000,-6.037753283,45.89355465
3036.1625,3036162500,-6.044894925,45.91139516
3039.9,3039900000,-6.050494332,45.92768028
3043.6375,3043637500,-6.054576789,45.94243532
3047.375,3047375000,-6.057167582,45.95568559
3051.1125,3051112500,-6.058291995,45.96745642
3054.85,3054850000,-6.057975315,45.97777312
3058.5875,3058587500,-6.056242826,45.98666101
3062.325,3062325000,-6.053119815,45.99414541
3066.0625,3066062500,-6.048631566,46.00025163
3069.8,3069800000,-6.042803364,46.005005
3073.5375,3073537500,-6.035660497,46.00843082
3077.275,3077275000,-6.027228247,46.01055442
3081.0125,3081012500,-6.017531902,46.01140111
3084.75,3084750000,-6.006596747,46.0109962
3088.4875,3088487500,-5.994448066,46.00936503
3092.225,3092225000,-5.981111146,46.00653289
3095.9625,3095962500,-5.966611271,46.0025251
3099.7,3099700000,-5.950973727,45.99736699
3103.4375,3103437500,-5.9342238,45.99108387
3107.175,3107175000,-5.916386775,45.98370105
3110.9125,3110912500,-5.897487937,45.97524386
3114.65,3114650000,-5.877552571,45.96573759
3118.3875,3118387500,-5.856605964,45.95520758
3122.125,3122125000,-5.8346734,45.94367914
3125.8625,3125862500,-5.811780164,45.93117757
3129.6,3129600000,-5.787951544,45.91772821
3133.3375,3133337500,-5.763212822,45.90335635
3137.075,3137075000,-5.737589286,45.88808732
3140.8125,3140812500,-5.71110622,45.87194643
3144.55,3144550000,-5.68378891,45.854959
3148.2875,3148287500,-5.655662642,45.83715034
3152.025,3152025000,-5.626752699,45.81854577
3155.7625,3155762500,-5.597084369,45.79917059
3159.5,3159500000,-5.566682937,45.77905013
3163.2375,3163237500,-5.535573687,45.7582097
3166.975,3166975000,-5.503781905,45.73667461
3170.7125,3170712500,-5.471332877,45.71447017
3174.45,3174450000,-5.438251888,45.69162171
3178.1875,3178187500,-5.404564223,45.66815453
3181.925,3181925000,-5.370295168,45.64409394
3185.6625,3185662500,-5.335470008,45.61946527
3189.4,3189400000,-5.300114029,45.59429383
3193.1375,3193137500,-5.264252516,45.56860492
3196.875,3196875000,-5.227910754,45.54242386
3200.6125,3200612500,-5.191114029,45.51577597
3204.35,3204350000,-5.153887626,45.48868656
3208.0875,3208087500,-5.116256831,45.46118093
3211.825,3211825000,-5.078246928,45.43328441
3215.5625,3215562500,-5.039883204,45.40502231
3219.3,3219300000,-5.001190944,45.37641994
3223.0375,3223037500,-4.962195433,45.3475026
3226.775,3226775000,-4.922921957,45.31829563
3230.5125,3230512500,-4.8833958,45.28882432
3234.25,3234250000,-4.843642249,45.25911399
3237.9875,3237987500,-4.803686588,45.22918995
3241.725,3241725000,-4.763554104,45.19907751
3245.4625,3245462500,-4.723270081,45.16880199
3249.2,3249200000,-4.682859805,45.1383887
3252.9375,3252937500,-4.642348562,45.10786294
3256.675,3256675000,-4.601761636,45.07725004
3260.4125,3260412500,-4.561124313,45.0465753
3264.15,3264150000,-4.520461879,45.01586404
3267.8875,3267887500,-4.479799618,44.98514156
3271.625,3271625000,-4.439162817,44.95443318
3275.3625,3275362500,-4.398576761,44.92376421
3279.1,3279100000,-4.358066735,44.89315996
3282.8375,3282837500,-4.317658024,44.86264574
3286.575,3286575000,-4.277375914,44.83224686
3290.3125,3290312500,-4.237245691,44.80198864
3294.05,3294050000,-4.197292639,44.77189638
3297.7875,3297787500,-4.157542044,44.74199539
3301.525,3301525000,-4.118019192,44.712311
3305.2625,3305262500,-4.078749368,44.68286849
3309,3309000000,-4.039757856,44.6536932
3312.7375,3312737500,-4.001069944,44.62481042
3316.475,3316475000,-3.962710916,44.59624547
3320.2125,3320212500,-3.924706057,44.56802366
3323.95,3323950000,-3.887080653,44.5401703
3327.6875,3327687500,-3.849859989,44.5127107
3331.425,3331425000,-3.813069351,44.48567016
3335.1625,3335162500,-3.776734023,44.459074
3338.9,3338900000,-3.740879293,44.43294754
3342.6375,3342637500,-3.705530444,44.40731607
3346.375,3346375000,-3.670712762,44.3822049
3350.1125,3350112500,-3.636451533,44.35763936
3353.85,3353850000,-3.602772043,44.33364474
3357.5875,3357587500,-3.569699575,44.31024636
3361.325,3361325000,-3.537259416,44.28746953
3365.0625,3365062500,-3.505476852,44.26533955
3368.8,3368800000,-3.474377167,44.24388174
3372.5375,3372537500,-3.443985647,44.2231214
3376.275,3376275000,-3.414327578,44.20308384
3380.0125,3380012500,-3.385428244,44.18379437
3383.75,3383750000,-3.357312932,44.16527831
3387.4875,3387487500,-3.330006926,44.14756095
3391.225,3391225000,-3.303535512,44.13066762
3394.9625,3394962500,-3.277923976,44.11462361
3398.7,3398700000,-3.253197602,44.09945423
3402.4375,3402437500,-3.229381677,44.0851848
3406.175,3406175000,-3.206501485,44.07184063
3409.9125,3409912500,-3.184582312,44.05944701
3413.65,3413650000,-3.163649444,44.04802926
3417.3875,3417387500,-3.143728165,44.0376127
3421.125,3421125000,-3.124843762,44.02822261
3424.8625,3424862500,-3.107021519,44.01988432
3428.6,3428600000,-3.090286722,44.01262314
3432.3375,3432337500,-3.074664656,44.00646436
3436.075,3436075000,-3.060180607,44.0014333
3439.8125,3439812500,-3.04685986,43.99755527
3443.55,3443550000,-3.034727701,43.99485557
3447.2875,3447287500,-3.023809415,43.99335951
3451.025,3451025000,-3.014130287,43.9930924
3454.7625,3454762500,-3.005715603,43.99407954
3458.5,3458500000,-2.998590648,43.99634625
3462.2375,3462237500,-2.992780708,43.99991783
3465.975,3465975000,-2.988311067,44.00481958
3469.7125,3469712500,-2.985207012,44.01107683
3473.45,3473450000,-2.983493827,44.01871486
3477.1875,3477187500,-2.983196799,44.02775899
3480.925,3480925000,-2.984341212,44.03823453
3484.6625,3484662500,-2.986952352,44.05016679
3488.4,3488400000,-2.991055505,44.06358106
3492.1375,3492137500,-2.996675955,44.07850266
3495.875,3495875000,-3.003838988,44.0949569
3499.6125,3499612500,-3.012569889,44.11296907
3503.35,3503350000,-3.022343164,44.13201371
3507.0875,3507087500,-3.032353883,44.15128591
3510.825,3510825000,-3.04259128,44.17077492
3514.5625,3514562500,-3.053051903,44.19047732
3518.3,3518300000,-3.063732303,44.21038967
3522.0375,3522037500,-3.074629028,44.23050854
3525.775,3525775000,-3.08573863,44.25083051
3529.5125,3529512500,-3.097057657,44.27135214
3533.25,3533250000,-3.10858266,44.29207001
3536.9875,3536987500,-3.120310187,44.31298069
3540.725,3540725000,-3.132236789,44.33408074
3544.4625,3544462500,-3.144359014,44.35536673
3548.2,3548200000,-3.156673414,44.37683525
3551.9375,3551937500,-3.169176538,44.39848284
3555.675,3555675000,-3.181864934,44.4203061
3559.4125,3559412500,-3.194735154,44.44230158
3563.15,3563150000,-3.207783746,44.46446586
3566.8875,3566887500,-3.22100726,44.4867955
3570.625,3570625000,-3.234402247,44.50928707
3574.3625,3574362500,-3.247965255,44.53193716
3578.1,3578100000,-3.261692834,44.55474231
3581.8375,3581837500,-3.275581535,44.57769911
3585.575,3585575000,-3.289627906,44.60080413
3589.3125,3589312500,-3.303828497,44.62405393
3593.05,3593050000,-3.318179859,44.64744507
3596.7875,3596787500,-3.33267854,44.67097414
3600.525,3600525000,-3.347321091,44.69463771
3604.2625,3604262500,-3.36210406,44.71843233
3608,3608000000,-3.377023999,44.74235458
3611.7375,3611737500,-3.392077456,44.76640102
3615.475,3615475000,-3.407260981,44.79056824
3619.2125,3619212500,-3.422571124,44.81485279
3622.95,3622950000,-3.438004434,44.83925124
3626.6875,3626687500,-3.453557462,44.86376017
3630.425,3630425000,-3.469226756,44.88837614
3634.1625,3634162500,-3.485008867,44.91309572
3637.9,3637900000,-3.500900344,44.93791548
3641.6375,3641637500,-3.516897737,44.96283199
3645.375,3645375000,-3.532997596,44.98784181
3649.1125,3649112500,-3.54919647,45.01294152
3652.85,3652850000,-3.565490908,45.03812768
3656.5875,3656587500,-3.581877462,45.06339687
3660.325,3660325000,-3.598352679,45.08874564
3664.0625,3664062500,-3.614913111,45.11417057
3667.8,3667800000,-3.631555306,45.13966823
3671.5375,3671537500,-3.648275815,45.16523518
3675.275,3675275000,-3.665071187,45.190868
3679.0125,3679012500,-3.681937971,45.21656324
3682.75,3682750000,-3.698872718,45.24231748
3686.4875,3686487500,-3.715871977,45.26812729
3690.225,3690225000,-3.732932297,45.29398923
3693.9625,3693962500,-3.750050229,45.31989988
3697.7,3697700000,-3.767222322,45.34585579
3701.4375,3701437500,-3.784445126,45.37185354
3705.175,3705175000,-3.80171519,45.39788969
3708.9125,3708912500,-3.819029065,45.42396082
3712.65,3712650000,-3.836383299,45.45006348
3716.3875,3716387500,-3.853774442,45.47619426
3720.125,3720125000,-3.871199045,45.5023497
3723.8625,3723862500,-3.888653657,45.52852639
3727.6,3727600000,-3.906134827,45.55472089
3731.3375,3731337500,-3.923639106,45.58092976
3735.075,3735075000,-3.941163042,45.60714958
3738.8125,3738812500,-3.958703186,45.63337691
3742.55,3742550000,-3.976256087,45.65960831
3746.2875,3746287500,-3.993818295,45.68584036
3750.025,3750025000,-4.01138636,45.71206962
3753.7625,3753762500,-4.028956831,45.73829266
3757.5,3757500000,-4.046526258,45.76450604
3761.2375,3761237500,-4.064091191,45.79070634
3764.975,3764975000,-4.081648179,45.81689011
3768.7125,3768712500,-4.099193772,45.84305393
3772.45,3772450000,-4.11672452,45.86919437
3776.1875,3776187500,-4.134236972,45.89530798
3779.925,3779925000,-4.151727678,45.92139133
3783.6625,3783662500,-4.169193188,45.947441
3787.4,3787400000,-4.186630051,45.97345355
3791.1375,3791137500,-4.204034818,45.99942554
3794.875,3794875000,-4.221404037,46.02535354
3798.6125,3798612500,-4.238734258,46.05123412
3802.35,3802350000,-4.256022032,46.07706384
3806.0875,3806087500,-4.273263908,46.10283927
3809.825,3809825000,-4.290456435,46.12855698
3813.5625,3813562500,-4.307596163,46.15421353
3817.3,3817300000,-4.324679642,46.17980549
3821.0375,3821037500,-4.341703422,46.20532942
3824.775,3824775000,-4.358664052,46.23078189
3828.5125,3828512500,-4.375558082,46.25615947
3832.25,3832250000,-4.392382061,46.28145872
3835.9875,3835987500,-4.40913254,46.30667621
3839.725,3839725000,-4.425806067,46.3318085
3843.4625,3843462500,-4.442399194,46.35685216
3847.2,3847200000,-4.458908468,46.38180375
3850.9375,3850937500,-4.47533044,46.40665984
3854.675,3854675000,-4.491661661,46.431417
3858.4125,3858412500,-4.507898678,46.4560718
3862.15,3862150000,-4.524038043,46.48062078
3865.8875,3865887500,-4.540076304,46.50506054
3869.625,3869625000,-4.556010011,46.52938762
3873.3625,3873362500,-4.571835715,46.55359859
3877.1,3877100000,-4.587549964,46.57769002
3880.8375,3880837500,-4.603149309,46.60165847
3884.575,3884575000,-4.618630299,46.62550052
3888.3125,3888312500,-4.633989484,46.64921271
3892.05,3892050000,-4.649223413,46.67279163
3895.7875,3895787500,-4.664328636,46.69623383
3899.525,3899525000,-4.679301703,46.71953588
3903.2625,3903262500,-4.694139164,46.74269435
3907,3907000000,-4.708837568,46.76570579
3910.7375,3910737500,-4.723393464,46.78856678
3914.475,3914475000,-4.737803404,46.81127388
3918.2125,3918212500,-4.752063935,46.83382365
3921.95,3921950000,-4.766171608,46.85621266
3925.6875,3925687500,-4.780122973,46.87843748
3929.425,3929425000,-4.793914579,46.90049466
3933.1625,3933162500,-4.807542977,46.92238077
3936.9,3936900000,-4.821004714,46.94409239
3940.6375,3940637500,-4.834296342,46.96562606
3944.375,3944375000,-4.84741441,46.98697836
3948.1125,3948112500,-4.860355468,47.00814585
3951.85,3951850000,-4.873116065,47.0291251
3955.5875,3955587500,-4.885692751,47.04991267
3959.325,3959325000,-4.898082076,47.07050512
3963.0625,3963062500,-4.910280589,47.09089902
3966.8,3966800000,-4.92228484,47.11109093
3970.5375,3970537500,-4.934091379,47.13107742
3974.275,3974275000,-4.945696756,47.15085505
3978.0125,3978012500,-4.957097519,47.17042039
3981.75,3981750000,-4.968290219,47.18976999
3985.4875,3985487500,-4.979271406,47.20890043
3989.225,3989225000,-4.990037629,47.22780827
3992.9625,3992962500,-5.000585438,47.24649007
3996.7,3996700000,-5.010911382,47.26494239
4000.4375,4000437500,-4.998533795,47.26068359
4004.175,4004175000,-4.985370122,47.25563112
4007.9125,4007912500,-4.97107629,47.24944092
4011.65,4011650000,-4.955669728,47.24213044
4015.3875,4015387500,-4.939167861,47.23371711
4019.125,4019125000,-4.921588117,47.22421839
4022.8625,4022862500,-4.902947922,47.2136517
4026.6,4026600000,-4.883264705,47.20203449
4030.3375,4030337500,-4.86255589,47.1893842
4034.075,4034075000,-4.840838907,47.17571827
4037.8125,4037812500,-4.81813118,47.16105414
4041.55,4041550000,-4.794450138,47.14540926
4045.2875,4045287500,-4.769813208,47.12880106
4049.025,4049025000,-4.744237815,47.11124698
4052.7625,4052762500,-4.717741388,47.09276447
4056.5,4056500000,-4.690341353,47.07337096
4060.2375,4060237500,-4.662055136,47.0530839
4063.975,4063975000,-4.632900166,47.03192072
4067.7125,4067712500,-4.602893869,47.00989887
4071.45,4071450000,-4.572053671,46.98703579
4075.1875,4075187500,-4.540397,46.96334891
4078.925,4078925000,-4.507941283,46.93885568
4082.6625,4082662500,-4.474703946,46.91357354
4086.4,4086400000,-4.440702417,46.88751993
4090.1375,4090137500,-4.405954123,46.86071229
4093.875,4093875000,-4.37047649,46.83316805
4097.6125,4097612500,-4.334286945,46.80490466
4101.35,4101350000,-4.297402915,46.77593957
4105.0875,4105087500,-4.259841828,46.7462902
4108.825,4108825000,-4.22162111,46.715974
4112.5625,4112562500,-4.182758188,46.68500841
4116.3,4116300000,-4.143270488,46.65341087
4120.0375,4120037500,-4.103175439,46.62119882
4123.775,4123775000,-4.062490467,46.5883897
4127.5125,4127512500,-4.021232998,46.55500094
4131.25,4131250000,-3.979420461,46.52105
4134.9875,4134987500,-3.937070281,46.4865543
4138.725,4138725000,-3.894199885,46.45153129
4142.4625,4142462500,-3.850826701,46.41599841
4146.2,4146200000,-3.806968156,46.3799731
4149.9375,4149937500,-3.762641676,46.3434728
4153.675,4153675000,-3.717864688,46.30651494
4157.4125,4157412500,-3.672654619,46.26911697
4161.15,4161150000,-3.627028897,46.23129633
4164.8875,4164887500,-3.581004948,46.19307045
4168.625,4168625000,-3.534600199,46.15445677
4172.3625,4172362500,-3.487832077,46.11547275
4176.1,4176100000,-3.440718009,46.0761358
4179.8375,4179837500,-3.393275421,46.03646338
4183.575,4183575000,-3.345521742,45.99647292
4187.3125,4187312500,-3.297474397,45.95618187
4191.05,4191050000,-3.249150814,45.91560766
4194.7875,4194787500,-3.20056842,45.87476772
4198.525,4198525000,-3.151744641,45.83367951
4202.2625,4202262500,-3.102696904,45.79236046
4206,4206000000,-3.053442637,45.750828
4209.7375,4209737500,-3.003999267,45.70909959
4213.475,4213475000,-2.954384219,45.66719265
4217.2125,4217212500,-2.904614922,45.62512462
4220.95,4220950000,-2.854708802,45.58291296
4224.6875,4224687500,-2.804683286,45.54057508
4228.425,4228425000,-2.754555801,45.49812844
4232.1625,4232162500,-2.704343773,45.45559047
4235.9,4235900000,-2.654064631,45.41297861
4239.6375,4239637500,-2.603735801,45.3703103
4243.375,4243375000,-2.553374709,45.32760298
4247.1125,4247112500,-2.502998783,45.28487408
4250.85,4250850000,-2.452625449,45.24214105
4254.5875,4254587500,-2.402272135,45.19942133
4258.325,4258325000,-2.351956268,45.15673235
4262.0625,4262062500,-2.301695274,45.11409155
4265.8,4265800000,-2.25150658,45.07151638
4269.5375,4269537500,-2.201407614,45.02902426
4273.275,4273275000,-2.151415801,44.98663264
4277.0125,4277012500,-2.10154857,44.94435896
4280.75,4280750000,-2.051823347,44.90222065
4284.4875,4284487500,-2.002257559,44.86023516
4288.225,4288225000,-1.952868633,44.81841992
4291.9625,4291962500,-1.903673995,44.77679237
4295.7,4295700000,-1.854691074,44.73536995
4299.4375,4299437500,-1.805937295,44.6941701
4303.175,4303175000,-1.757430086,44.65321025
4306.9125,4306912500,-1.709186873,44.61250785
4310.65,4310650000,-1.661225084,44.57208033
4314.3875,4314387500,-1.613562146,44.53194513
4318.125,4318125000,-1.566215485,44.49211969
4321.8625,4321862500,-1.519202528,44.45262144
4325.6,4325600000,-1.472540702,44.41346783
4329.3375,4329337500,-1.426247435,44.3746763
4333.075,4333075000,-1.380340152,44.33626428
4336.8125,4336812500,-1.334836282,44.2982492
4340.55,4340550000,-1.289753251,44.26064852
4344.2875,4344287500,-1.245108486,44.22347966
4348.025,4348025000,-1.200919413,44.18676006
4351.7625,4351762500,-1.157203461,44.15050717
4355.5,4355500000,-1.113978055,44.11473842
4359.2375,4359237500,-1.071260622,44.07947124
4362.975,4362975000,-1.029068591,44.04472308
4366.7125,4366712500,-0.987419387,44.01051137
4370.45,4370450000,-0.946330437,43.97685356
4374.1875,4374187500,-0.905819168,43.94376707
4377.925,4377925000,-0.865903008,43.91126935
4381.6625,4381662500,-0.826599384,43.87937784
4385.4,4385400000,-0.787925721,43.84810997
4389.1375,4389137500,-0.749899448,43.81748317
4392.875,4392875000,-0.71253799,43.7875149
4396.6125,4396612500,-0.675858776,43.75822258
4400.35,4400350000,-0.639879231,43.72962366
4404.0875,4404087500,-0.604616784,43.70173556
4407.825,4407825000,-0.57008886,43.67457574
4411.5625,4411562500,-0.536312887,43.64816161
4415.3,4415300000,-0.503306291,43.62251064
4419.0375,4419037500,-0.471086501,43.59764024
4422.775,4422775000,-0.439670941,43.57356786
4426.5125,4426512500,-0.40907704,43.55031094
4430.25,4430250000,-0.379322225,43.52788691
4433.9875,4433987500,-0.350423922,43.50631321
4437.725,4437725000,-0.322399558,43.48560728
4441.4625,4441462500,-0.29526656,43.46578655
4445.2,4445200000,-0.269042355,43.44686847
4448.9375,4448937500,-0.243744371,43.42887046
4452.675,4452675000,-0.219390033,43.41180998
4456.4125,4456412500,-0.195996769,43.39570444
4460.15,4460150000,-0.173582006,43.3805713
4463.8875,4463887500,-0.152163171,43.36642799
4467.625,4467625000,-0.131757691,43.35329194
4471.3625,4471362500,-0.112382992,43.3411806
4475.1,4475100000,-0.094056502,43.33011139
4478.8375,4478837500,-0.076795647,43.32010176
4482.575,4482575000,-0.060617855,43.31116915
4486.3125,4486312500,-0.045540552,43.30333099
4490.05,4490050000,-0.031581166,43.29660471
4493.7875,4493787500,-0.018757123,43.29100776
4497.525,4497525000,-0.00708585,43.28655757
4501.2625,4501262500,0.003480469,43.28320634
4505,4505000000,0.013757021,43.28013889
4508.7375,4508737500,0.023992757,43.27710627
4512.475,4512475000,0.034187123,43.27410905
4516.2125,4516212500,0.044339568,43.2711478
4519.95,4519950000,0.054449537,43.26822308
4523.6875,4523687500,0.064516477,43.26533544
4527.425,4527425000,0.074539836,43.26248546
4531.1625,4531162500,0.084519061,43.25967369
4534.9,4534900000,0.094453598,43.2569007
4538.6375,4538637500,0.104342895,43.25416705
4542.375,4542375000,0.114186398,43.2514733
4546.1125,4546112500,0.123983554,43.24882002
4549.85,4549850000,0.13373381,43.24620777
4553.5875,4553587500,0.143436614,43.24363711
4557.325,4557325000,0.153091411,43.24110861
4561.0625,4561062500,0.16269765,43.23862282
4564.8,4564800000,0.172254777,43.23618031
4568.5375,4568537500,0.181762239,43.23378164
4572.275,4572275000,0.191219482,43.23142738
4576.0125,4576012500,0.200625955,43.22911809
